ISBN,Title,Author,Year,Publisher,Genre,Description,Language,Keywords,Image_URL
1928791107,The Mp3 and Internet Audio Handbook: Your Guide to the Digital Music Revolution,Bruce Fries,2000,Teamcom Books,History,"Bibliographic summary: “The Mp3 and Internet Audio Handbook: Your Guide to the Digital Music Revolution” is classified as History and was written by Bruce Fries. It was published by Teamcom Books in 2000. Search and recommendation terms derived from the available metadata include: mp3, internet, audio, handbook, guide, digital, music, revolution, fries, history.",English,"mp3, internet, audio, handbook, guide, digital, music, revolution, fries, history",http://images.amazon.com/images/P/1928791107.01.MZZZZZZZ.jpg
067175145X,The Way Things Ought to Be,"Rush H., III Limbaugh",1992,Pocket Books,General Fiction,"Bibliographic summary: “The Way Things Ought to Be” is classified as General Fiction and was written by Rush H., III Limbaugh. It was published by Pocket Books in 1992. Search and recommendation terms derived from the available metadata include: way, things, ought, limbaugh, general, fiction.",English,"way, things, ought, limbaugh, general, fiction",http://images.amazon.com/images/P/067175145X.01.MZZZZZZZ.jpg
0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell,Mystery & Thriller,"Bibliographic summary: “A Time to Kill” is classified as Mystery & Thriller and was written by JOHN GRISHAM. It was published by Dell in 1992. Search and recommendation terms derived from the available metadata include: time, kill, grisham, mystery, thriller.",English,"time, kill, grisham, mystery, thriller",http://images.amazon.com/images/P/0440211727.01.MZZZZZZZ.jpg
0877192820,The Truth About Texas: Who Needs to Brag? We'Ve Got the Facts,Anne Dingus,1995,Gulf Publishing Company,General Fiction,"Bibliographic summary: “The Truth About Texas: Who Needs to Brag? We'Ve Got the Facts” is classified as General Fiction and was written by Anne Dingus. It was published by Gulf Publishing Company in 1995. Search and recommendation terms derived from the available metadata include: truth, texas, who, needs, brag, we've, got, facts, dingus, general.",English,"truth, texas, who, needs, brag, we've, got, facts, dingus, general",http://images.amazon.com/images/P/0877192820.01.MZZZZZZZ.jpg
0380002450,Awakening,Kate Chopin,1982,Avon,General Fiction,"Bibliographic summary: “Awakening” is classified as General Fiction and was written by Kate Chopin. It was published by Avon in 1982. Search and recommendation terms derived from the available metadata include: awakening, chopin, general, fiction.",English,"awakening, chopin, general, fiction",http://images.amazon.com/images/P/0380002450.01.MZZZZZZZ.jpg
0793133955,Wall Street's Picks for 2000: An Insider's Guide to the Year's Best Stocks & Mutual Funds (Wall Street's Picks),Kirk Kazanjian,1999,Dearborn Financial Publishing,Travel & Geography,"Bibliographic summary: “Wall Street's Picks for 2000: An Insider's Guide to the Year's Best Stocks & Mutual Funds (Wall Street's Picks)” is classified as Travel & Geography and was written by Kirk Kazanjian. It was published by Dearborn Financial Publishing in 1999. Search and recommendation terms derived from the available metadata include: wall, street's, picks, 2000, insider's, guide, year's, best, stocks, mutual.",English,"wall, street's, picks, 2000, insider's, guide, year's, best, stocks, mutual",http://images.amazon.com/images/P/0793133955.01.MZZZZZZZ.jpg
0394178017,Poetics of the New American Poetry,Donald Merriam Allen,1974,Grove Press,Poetry & Drama,"Bibliographic summary: “Poetics of the New American Poetry” is classified as Poetry & Drama and was written by Donald Merriam Allen. It was published by Grove Press in 1974. Search and recommendation terms derived from the available metadata include: poetics, new, american, poetry, allen, drama.",English,"poetics, new, american, poetry, allen, drama",http://images.amazon.com/images/P/0394178017.01.MZZZZZZZ.jpg
0425134350,Patriot Games,Tom Clancy,1992,Berkley Publishing Group,Mystery & Thriller,"Bibliographic summary: “Patriot Games” is classified as Mystery & Thriller and was written by Tom Clancy. It was published by Berkley Publishing Group in 1992. Search and recommendation terms derived from the available metadata include: patriot, games, clancy, mystery, thriller.",English,"patriot, games, clancy, mystery, thriller",http://images.amazon.com/images/P/0425134350.01.MZZZZZZZ.jpg
0385479689,Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist,William Maples,1995,Main Street Books,General Fiction,"Bibliographic summary: “Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist” is classified as General Fiction and was written by William Maples. It was published by Main Street Books in 1995. Search and recommendation terms derived from the available metadata include: dead, men, tell, tales, strange, fascinating, cases, forensic, anthropologist, maples.",Portuguese,"dead, men, tell, tales, strange, fascinating, cases, forensic, anthropologist, maples",http://images.amazon.com/images/P/0385479689.01.MZZZZZZZ.jpg
0380754851,Moonlighting: 148 Great Ways to Make Money on the Side,Carl Hausman,1991,Harpercollins,Business & Economics,"Bibliographic summary: “Moonlighting: 148 Great Ways to Make Money on the Side” is classified as Business & Economics and was written by Carl Hausman. It was published by Harpercollins in 1991. Search and recommendation terms derived from the available metadata include: moonlighting, 148, great, ways, make, money, side, hausman, business, economics.",English,"moonlighting, 148, great, ways, make, money, side, hausman, business, economics",http://images.amazon.com/images/P/0380754851.01.MZZZZZZZ.jpg
0380538504,Amanda Miranda,Richard Peck,1981,Harper Mass Market Paperbacks (Mm),General Fiction,"Bibliographic summary: “Amanda Miranda” is classified as General Fiction and was written by Richard Peck. It was published by Harper Mass Market Paperbacks (Mm) in 1981. Search and recommendation terms derived from the available metadata include: amanda, miranda, peck, general, fiction.",English,"amanda, miranda, peck, general, fiction",http://images.amazon.com/images/P/0380538504.01.MZZZZZZZ.jpg
044661162X,Chasing the Dime,Michael Connelly,2003,Warner Books,History,"Bibliographic summary: “Chasing the Dime” is classified as History and was written by Michael Connelly. It was published by Warner Books in 2003. Search and recommendation terms derived from the available metadata include: chasing, dime, connelly, history.",English,"chasing, dime, connelly, history",http://images.amazon.com/images/P/044661162X.01.MZZZZZZZ.jpg
0671742566,Tender Triumph (Sonnet Books),Judith McNaught,1991,Pocket,Romance,"Bibliographic summary: “Tender Triumph (Sonnet Books)” is classified as Romance and was written by Judith McNaught. It was published by Pocket in 1991. Search and recommendation terms derived from the available metadata include: tender, triumph, sonnet, mcnaught, romance.",English,"tender, triumph, sonnet, mcnaught, romance",http://images.amazon.com/images/P/0671742566.01.MZZZZZZZ.jpg
0515122408,The Cat Who Tailed a Thief,Lilian Jackson Braun,1998,Jove Books,General Fiction,"Bibliographic summary: “The Cat Who Tailed a Thief” is classified as General Fiction and was written by Lilian Jackson Braun. It was published by Jove Books in 1998. Search and recommendation terms derived from the available metadata include: cat, who, tailed, thief, braun, general, fiction.",English,"cat, who, tailed, thief, braun, general, fiction",http://images.amazon.com/images/P/0515122408.01.MZZZZZZZ.jpg
0440222818,Guilt,John T. Lescroart,1998,Island,Art & Photography,"Bibliographic summary: “Guilt” is classified as Art & Photography and was written by John T. Lescroart. It was published by Island in 1998. Search and recommendation terms derived from the available metadata include: guilt, lescroart, art, photography.",English,"guilt, lescroart, art, photography",http://images.amazon.com/images/P/0440222818.01.MZZZZZZZ.jpg
0451204050,On Secret Service,John Jakes,2001,Signet Book,General Fiction,"Bibliographic summary: “On Secret Service” is classified as General Fiction and was written by John Jakes. It was published by Signet Book in 2001. Search and recommendation terms derived from the available metadata include: secret, service, jakes, general, fiction.",English,"secret, service, jakes, general, fiction",http://images.amazon.com/images/P/0451204050.01.MZZZZZZZ.jpg
038533334X,Charming Billy,Alice McDermott,1999,Delta,General Fiction,"Bibliographic summary: “Charming Billy” is classified as General Fiction and was written by Alice McDermott. It was published by Delta in 1999. Search and recommendation terms derived from the available metadata include: charming, billy, mcdermott, general, fiction.",English,"charming, billy, mcdermott, general, fiction",http://images.amazon.com/images/P/038533334X.01.MZZZZZZZ.jpg
0449131548,All the Days of My Life,Hilary Bailey,1986,Fawcett Books,Biography & Memoir,"Bibliographic summary: “All the Days of My Life” is classified as Biography & Memoir and was written by Hilary Bailey. It was published by Fawcett Books in 1986. Search and recommendation terms derived from the available metadata include: all, days, life, bailey, biography, memoir.",English,"all, days, life, bailey, biography, memoir",http://images.amazon.com/images/P/0449131548.01.MZZZZZZZ.jpg
0440120470,The Dinner Party,Howard Fast,1991,Dell Publishing Company,History,"Bibliographic summary: “The Dinner Party” is classified as History and was written by Howard Fast. It was published by Dell Publishing Company in 1991. Search and recommendation terms derived from the available metadata include: dinner, party, fast, history.",English,"dinner, party, fast, history",http://images.amazon.com/images/P/0440120470.01.MZZZZZZZ.jpg
0451188209,A Palette for Murder: Murder She Wrote (Murder She Wrote (Paperback)),Jessica Fletcher,1996,Signet Book,Mystery & Thriller,"Bibliographic summary: “A Palette for Murder: Murder She Wrote (Murder She Wrote (Paperback))” is classified as Mystery & Thriller and was written by Jessica Fletcher. It was published by Signet Book in 1996. Search and recommendation terms derived from the available metadata include: palette, murder, she, wrote, paperback, fletcher, mystery, thriller.",English,"palette, murder, she, wrote, paperback, fletcher, mystery, thriller",http://images.amazon.com/images/P/0451188209.01.MZZZZZZZ.jpg
0440130913,Golden Cup,Belva Plain,1987,Dell,General Fiction,"Bibliographic summary: “Golden Cup” is classified as General Fiction and was written by Belva Plain. It was published by Dell in 1987. Search and recommendation terms derived from the available metadata include: golden, cup, plain, general, fiction.",English,"golden, cup, plain, general, fiction",http://images.amazon.com/images/P/0440130913.01.MZZZZZZZ.jpg
0449001954,Murder at the Library of Congress (Capital Crimes (Paperback)),Margaret Truman,2001,Fawcett Books,Mystery & Thriller,"Bibliographic summary: “Murder at the Library of Congress (Capital Crimes (Paperback))” is classified as Mystery & Thriller and was written by Margaret Truman. It was published by Fawcett Books in 2001. Search and recommendation terms derived from the available metadata include: murder, library, congress, capital, crimes, paperback, truman, mystery, thriller.",English,"murder, library, congress, capital, crimes, paperback, truman, mystery, thriller",http://images.amazon.com/images/P/0449001954.01.MZZZZZZZ.jpg
0345404777,No Safe Place,RICHARD NORTH PATTERSON,1999,Ballantine Books,General Fiction,"Bibliographic summary: “No Safe Place” is classified as General Fiction and was written by RICHARD NORTH PATTERSON. It was published by Ballantine Books in 1999. Search and recommendation terms derived from the available metadata include: safe, place, patterson, general, fiction.",English,"safe, place, patterson, general, fiction",http://images.amazon.com/images/P/0345404777.01.MZZZZZZZ.jpg
